	title	cluster
5413	гбоу академическая гимназия  санктпетербурга	0
5414	гбоу впо ивгма минздрава россии	2
5415	гбоу впо кубгму минздрава россии	2
5416	гбоу впо мгмсу им евдокимова	0
5417	гбоу впо нгму минздрава россии	2
5418	гбоу впо нижгма минздрава россии	2
5419	гбоу впо ростгму минздрава россии ростов на дону	2
5420	гбоу впо сзгму им ии мечникова минздрава россии	2
5421	гбоу впо тверская гма минздрава россии тверь	2
5422	гбоу впо тверской гму минзрос	0
5423	гбоу до мо оцр допв официальный сайт	0
5424	гбоу дод детская юношеская спортивная школа олимпийского резерва василеостровского района санктпетербурга	0
5425	гбоу дод со дюсш уктусские горы	0
5426	гбоу дод спб гсдюшор по хоккею	0
5427	гбоу дпо цвпгв	0
5428	гбоу истринская школаинтернат	0
5429	гбоу краснодарского края ккидппо	0
5430	гбоу ло сиверский специальный коррекционный детский дом	0
5431	гбоу новороссийский казачий кадетский корпус краснодарского края	0
5432	гбоу нпо профессиональный лицей 	0
5433	гбоу нпо нао ненецкое профессиональное училище	0
5434	гбоу рк симферопольская специальная школаинтернат 	0
5435	гбоу сош  москва официальный сайт	0
5436	гбоу специальная школаинтернат сдмитряшевка	0
5437	гбоу спо московский театральный колледж при гбук г москвы московский театр под руководством о табакова	0
5438	гбоу спо кмк	0
5439	гбоу спо мо мопкит	0
5440	гбоу спо ро ростовскийнадону автодорожный колледж	0
5441	гбоу спо тксит тверь	0
5442	гбоу спо ттт топки	0
5443	гбоу спо чайковский индустриальный колледж	0
5444	гбоу сррц	0
5445	гбоу туймазинская скши  	0
5446	гбоу цо  им героя советского союза ек лютикова	0
5447	гбоу цртдию планета	0
5448	гбоу школа  невского района санктпетербурга	0
5449	гбоу школа  выборгского района санктпетербурга	0
5450	гбоу школа   московского района санктпетербурга г санктпетербург варшавская ул д 	0
5451	гбпоу лебяжьевский агропромышленный техникум казачий кадетский корпус рп лебяжье	0
5452	гбпоу нсо новосибирский технический колледж им аи покрышкина	0
5453	гбпоу нсо новосибирский технический колледж им аи покрышкина	0
5454	гбпоу рт кызылский тт	0
5455	гбсусо ко советский доминтернат для престарелых и инвалидов	0
5456	гбсусо мо пансионат озерский	0
5457	гбу весьегонская сббж	3
5458	гбу цб при минздравсоцразвития рк 	3
5459	гбу цссв возрождение	3
5460	гбу жилищник района зюзино	3
5461	гбу реабилитационный центр для детей и подростков с ограниченными возможностями радуга надежд г кимры	3
5462	гбу автодороги свао	3
5463	гбу автодороги юзао	3
5464	гбу автомобильные дороги  магистральная 	3
5465	гбу автомобильные дороги вакансии юзао	3
5466	гбу автомобильные дороги вао официальный сайт руководство	3
5467	гбу автомобильные дороги москвы	3
5468	гбу автомобильные дороги наметкина	3
5469	гбу автомобильные дороги отзывы	3
5470	гбу автомобильные дороги свао	3
5471	гбу автомобильные дороги ул магистральная	3
5472	гбу автомобильные дороги юзао телефон	3
5473	гбу ао гукс	3
5474	гбу ао дирекция парка волгоахтубинское междуречье телефон	3
5475	гбу безопасный регион пенза	3
5476	гбу во волгоградская облветлаборатория	3
5477	гбу гмосквы гцпикр	3
5478	гбу до кк дворец творчества	3
5479	гбу до кк дворец творчества краснодар	3
5480	гбу до тзф тинао	3
5481	гбу до тзф тинао телефон	3
5482	гбу дуванская пмпк	3
5483	гбу жилищник басманного района	3
5484	гбу жилищник даниловского района	3
5485	гбу жилищник замоскворечье	3
5486	гбу жилищник замоскворечье телефон	3
5487	гбу жилищник красносельского района	3
5488	гбу жилищник матушкино зеленоград	3
5489	гбу жилищник на тверской	3
5490	гбу жилищник нагатиносадовники банковские реквизиты	3
5491	гбу жилищник пресненского района	3
5492	гбу жилищник района котловка	3
5493	гбу жилищник тверской официальный сайт	3
5494	гбу жилищник южное тушино	3
5495	гбу калугаинформтех	3
5496	гбу кк	3
5497	гбу кк гоох кубаньохота	3
5498	гбу кк управление по эксплуатации и капитальному строительству гидротехнических сооружений краснодарского края	3
5499	гбу кк гоох кубаньохота	3
5500	гбу кк дэсс	3
5501	гбу кк мск краснодар	3
5502	гбу кк мцрл	3
5503	гбу кк цсп водного поло и плавания	3
5504	гбу кк цсп по настольному теннису	3
5505	гбу ко калугаинформтех	3
5506	гбу ко калугаинформтех	3
5507	гбу ко калужский доминтернат для престарелых и инвалидов	3
5508	гбу кцсон ардонского района	3
5509	гбу кцсон малахит орджоникидзевского района города екатеринбурга	3
5510	гбу кцсон по шатровскому району	3
5511	гбу кцсон чкаловского района нижегородской области	3
5512	гбу ло мфц	3
5513	гбу мо мосавтодор	3
5514	гбу мо мосавтодор зарплата	3
5515	гбу мо цпснвс адрес	3
5516	гбу мосавтодор реквизиты	3
5517	гбу москвы автомобильные дороги	3
5518	гбу мфц города москвы официальный сайт телефон	3
5519	гбу мфц города москвы руководство	3
5520	гбу мфц города москвы факс	3
5521	гбу ноябрьский центр ветеринарии	3
5522	гбу общепит	3
5523	гбу пвв коньково	3
5524	гбу пни  официальный сайт	3
5525	гбу по центр по транспортному обслуживанию государственных	3
5526	гбу ра кошехабльский кцсон	3
5527	гбу рд ногайская црб	3
5528	гбу ржевский доминтернат для престарелых и инвалидов	3
5529	гбу рк сыктывкарский пни	3
5530	гбу рк цсзн ижемского района	3
5531	гбу рмэ йошкаролинский доминтернат для престарелых и инвалидов	3
5532	гбу рмэ пни таир	3
5533	гбу ро гкб  рязань	3
5534	гбу ро женская консультация 	3
5535	гбу ро одб	3
5536	гбу ро онкодиспансер в гтаганроге	3
5537	гбу рс я якутское постпредство в г москве	3
5538	гбу санктпетербургская горветстанция	3
5539	гбу сдц кольчуга	3
5540	гбу система 	3
5541	гбу со кк краснодарский кцсон центрального округа	3
5542	гбу со кк кцсон центрального округа	3
5543	гбу со кк северский кцсон	3
5544	гбу со кк красноармейский пни	3
5545	гбу со кк краснодарский кцсон карасунского округа	3
5546	гбу со кк тихорецкий кцсон	3
5547	гбу со самарский областной геронтологический центр	3
5548	гбу сон со срцн города каменскауральского	3
5549	гбу тзф тинао	3
5550	гбу управление делами губернатора и правительства пензенской области	3
5551	гбу хозу при кабинете министров республики татарстан	3
5552	гбу хозу республики марийэл	3
5553	гбу хозяйственное управление при кабинете министров рт	3
5554	гбу цдс возрождение	3
5555	гбу цдс кругозор	3
5556	гбу цсогпвии сосновского района	3
5557	гбу цссв берег надежды детский дом 	3
5558	гбу цссв солнечный круг	3
5559	гбу цссв спутник школаинтернат   вид	3
5560	гбудо мо сдюсшор по летним видам спорта	0
5561	гбуз гкб им ак ерамишанцева дзм	0
5562	гбуз колышлейская рб	0
5563	гбуз корсаковская црб	0
5564	гбуз селижаровская црб	0
5565	гбуз тарбагатайская црб	0
5566	гбуз ао детская городская поликлиника 	0
5567	гбуз ао архангельская городская клиническая больница 	0
5568	гбуз ао завитинская больница	0
5569	гбуз архангельской области архангельская клиническая психиатрическая больница	0
5570	гбуз благодарненская црб	0
5571	гбуз во арб г александрова	0
5572	гбуз во гб  гвладимира	0
5573	гбуз во собинская рб	0
5574	гбуз во сп  г владимир	0
5575	гбуз во судогодская црб им поспелова	0
5576	гбуз волховская межрайонная больница	0
5577	гбуз гкб  дзм адрес	0
5578	гбуз гкб  тверь официальный сайт	0
5579	гбуз гкб им ак ерамишанцева дзм	0
5580	гбуз городищенская рб	0
5581	гбуз городская больница г московский дзм	0
5582	гбуз гп  дзм	0
5583	гбуз гп  дзм смольная  телефон	0
5584	гбуз гп  дзм отзывы	0
5585	гбуз гп  дзм	0
5586	гбуз дгкб  им гн сперанского дзм	0
5587	гбуз дгп  дзм	0
5588	гбуз еланская црб волгоградской области	0
5589	гбуз кдкб 	0
5590	гбуз кдцмр	0
5591	гбуз кк бсмэ	0
5592	гбуз ко рцсмпмк	0
5593	гбуз ло гатчинская кмб	0
5594	гбуз ло тосненская кмб	0
5595	гбуз лунинская рб	0
5596	гбуз медпроект реквизиты	0
5597	гбуз мкнц дзм	0
5598	гбуз мо дгб	0
5599	гбуз мо дцгб	0
5600	гбуз мо нрб  нарофоминск	0
5601	гбуз мо пб 	0
5602	гбуз мо пб 	0
5603	гбуз мо пгкб 	0
5604	гбуз мо цкпб  марта	0
5605	гбуз мссмп михайловка	0
5606	гбуз но бсмп г дзержинска	0
5607	гбуз новониколаевская црб	0
5608	гбуз нпц кардиоангиологии дзм	0
5609	гбуз нпц психоневрологии дзм	0
5610	гбуз нсо карасукская црб	0
5611	гбуз нсо дгкб  новосибирск	0
5612	гбуз нсо дгкб  имени всгераськова	0
5613	гбуз нсо маслянинская центральная районная больница	0
5614	гбуз оокптд оренбург	0
5615	гбуз офс оренбург	0
5616	гбуз пб  дзм	0
5617	гбуз пб  дзм	0
5618	гбуз пб  дзм адрес	0
5619	гбуз пензенская рб отзывы	0
5620	гбуз пензенский областной клинический центр свмп	0
5621	гбуз пк новорождественская сельская врачебная амбулатория	0
5622	гбуз пк пермский краевой центр дезинфектологии	0
5623	гбуз пкб  дзм	0
5624	гбуз пкб  дзм	0
5625	гбуз рб аскинская црб	0
5626	гбуз рб балтачевская центральная районная больница	0
5627	гбуз рб балтачевская црб	0
5628	гбуз рб гб  гоктябрьский	0
5629	гбуз рб дюртюлинская црб	0
5630	гбуз рк устьвымская црб	0
5631	гбуз ркб имени гг куватова	0
5632	гбуз рм детская поликлиника 	0
5633	гбуз рм ркб  отзывы	0
5634	гбуз рм станция переливания крови	0
5635	гбуз рт улугхемский межкожунный медицинский центр	0
5636	гбуз рт улугхемский ммц	0
5637	гбуз рх аскизская мб	0
5638	гбуз рх белоярская рб	0
5639	гбуз рх ркоб им нм одежкина	0
5640	гбуз рх саяногорская мб	0
5641	гбуз рх абаканская городская клиническая поликлиника	0
5642	гбуз рх белоярская районная больница	0
5643	гбуз ск гдп гставрополя	0
5644	гбуз ск александровская црб	0
5645	гбуз ск ккбмр	0
5646	гбуз ск краевой центр свмп  г буденновск	0
5647	гбуз ск курская црб	0
5648	гбуз ск предгорная црб реквизиты	0
5649	гбуз ск сккб реквизиты	0
5650	гбуз со гб  нижний тагил	0
5651	гбуз со гб  г первоуральск	0
5652	гбуз со красноярская црб	0
5653	гбуз со сгкб  	0
5654	гбуз со тгкп 	0
5655	гбуз со цгб гсызрань телефоны	0
5656	гбуз сольилецкая рб	0
5657	гбуз ставропольского края городская клиническая больница 	0
5658	гбуз тверская гинекологическая больница	0
5659	гбуз то областная больница  г заводоуковск	0
5660	гбуз цло дзм	0
5661	гбуз члг для вв дзм	0
5662	гбуз чокптд челябинск воровского 	0
5663	гбуз янао ноябрьская цгб	0
5664	гбуз яо клиническая больница  	0
5665	гбук мммц	0
5666	гбук мммц	0
5667	гбук республики крым крымская республиканская универсальная научная библиотека	0
5668	гбуки рб сгтко	0
5669	гбусо заиграевский срцн	0
5670	гбусо ко центр помощи детям наш дом	0
5671	гбусо ко центр теплый дом	0
5672	гбусово муромский доминтернат для престарелых и инвалидов	0
5673	гбусово владимирский пни	0
5674	гвоздевский психоневрологический интернат фото	0
5675	гвэ нсо	0
5676	где взять код спз	0
5677	где находится исправительная колония номер 	0
5678	гдп  ставрополь	0
5679	геолайн сервис	0
5680	гидрометсервис фгбу	0
5681	гиниятуллин булат хатыпович	0
5682	гистомаунт	0
5683	гкдоу детский сад  солнечный лучик в г буденновске	0
5684	гкку  оппс пермского края	0
5685	гкоу казачий кадетский корпус имени ки недорубова	0
5686	гкоу ро школаинтернат  вида г донецка	0
5687	гкоу со детский дом   городского округа самара	0
5688	гку администратор московского парковочного пространства	0
5689	гку ампп	0
5690	гку гускк	0
5691	гку дирекция по обеспечению деятельности организаций социальной защиты населения города москвы	0
5692	гку ленавтодор	0
5693	гку цзн г оренбурга	0
5694	гку автобаза правительства ставропольского края	0
5695	гку администратор московского парковочного пространства	0
5696	гку ампп государственное казенное учреждение города москвы администратор московского парковочного пространства	0
5697	гку дирекция жкхиб сао	0
5698	гку ленавтодор	0
5699	гку мосэкопром	0
5700	гку самарафармация	0
5701	гку управление автомобильных дорог ленинградской области	0
5702	гку ампп официальный сайт	0
5703	гку ампп скаковая 	0
5704	гку амурской области строитель	0
5705	гку аптечный склад мз кбр	0
5706	гку аптечный склад минздрава кбр	0
5707	гку безопасная республика кбр	0
5708	гку безопасный город калининград	0
5709	гку безопасный регион	0
5710	гку во центр комплексного обеспечения деятельности мировых судей	0
5711	гку во центр комплексного обеспечения деятельности мировых судей	0
5712	гку волгоградской области серафимовичское лесничество инн	0
5713	гку главинвестстрой рт	0
5714	гку главное управление строительства краснодарского края	0
5715	гку дирекция автомобильных дорог	0
5716	гку дирекция дорожного хозяйства янао	0
5717	гку дирекция жкхиб ао	0
5718	гку дирекция жкхиб ювао	0
5719	гку дирекция по эксплуатации и капитальному ремонту департамента культуры	0
5720	гку додд	0
5721	гку дорожная дирекция янао	0
5722	гку ис даниловского района	0
5723	гку ис коптево	0
5724	гку ис нагатиносадовники	0
5725	гку ис района метрогородок	0
5726	гку ис района черемушки	0
5727	гку ис таганского района г москвы	0
5728	гку калининградской области безопасный город	0
5729	гку комплексный центр подготовки кадров и развития отрасли мтз и сз рт	0
5730	гку кудымкарское лесничество	0
5731	гку ленавтодор	0
5732	гку леноблпожспас	0
5733	гку марийскавтодор	0
5734	гку марийскавтодор официальный сайт	0
5735	гку мо дирекция единого заказчика министерства социальной защиты населения московской области	0
5736	гку мо дез сайт	0
5737	гку мо мособлпожспас	0
5738	гку московский центр недвижимости официальный сайт	0
5739	гку нижегородской области безопасный город	0
5740	гку но гуад нижний новгород	0
5741	гку нсо стк и рмтб	0
5742	гку нсо управление капитального строительства	0
5743	гку омц резерв рязань	0
5744	гку ореноблцентр социальной поддержки населения	0
5745	гку оренбургское лесничество	0
5746	гку оренбургской области центр социальной поддержки населения	0
5747	гку отдел труда и социального развития старопромысловского района	0
5748	гку открытое правительство москвы официальный сайт	0
5749	гку рб умс в уфе на лесотехникума контакты	0
5750	гку рд дирекция единого государственного заказчиказастройщика	0
5751	гку рд дирекция единого государственного заказчиказастройщика контакты	0
5752	гку рд спецгазстройсервис	0
5753	гку республиканский центр по обеспечению граждан средствами реабилитации	0
5754	гку рк сегежское центральное лесничество	0
5755	гку рк кр инвестстройцентр	0
5756	гку рк юговосточное объединенное лесничество	0
5757	гку рк сегежское центральное лесничество	0
5758	гку рмэ марийскавтодор	0
5759	гку рх хакасавтодор	0
5760	гку сахалинавтодор	0
5761	гку ск краевой центр	0
5762	гку ск краевой центр	0
5763	гку со советский центр социального обслуживания населения	0
5764	гку со укс свердловской области	0
5765	гку со кк новокубанский срцн	0
5766	гку со укс самарской области	0
5767	гку со управление автомобильных дорог инн	0
5768	гку со яо срц огонек	0
5769	гку со яо центр социальной помощи семье и детям	0
5770	гку срц крюково	0
5771	гку срцн краснооктябрьского района	0
5772	гку строитель благовещенск	0
5773	гку сфк до г москвы	0
5774	гку то дкхс	0
5775	гку тываавтодор	0
5776	гку укрис вакансии	0
5777	гку умс рб официальный сайт	0
5778	гку управление автомобильных дорог рс я	0
5779	гку управление заказчика сайт	0
5780	гку управление капитального строительства нальчик	0
5781	гку управление капитального строительства самара	0
5782	гку управление капитального строительства самарской области	0
5783	гку управление по обеспечению мероприятий гз ло	0
5784	гку ус ло	0
5785	гку ус ло официальный сайт	0
5786	гку центр го и чс рд	0
5787	гку цзн юао города москвы	0
5788	гку цмто забайкальского края	0
5789	гку ямалтехэнергоконтроль салехард	0
5790	гку яо служба отоз правительства яо	0
5791	гку яо цзн г рыбинска	0
5792	гку яо ярдорслужба	0
5793	гку яо ярдорслужба могут ликвидировать	0
5794	гкуз от нсо мц резерв	0
5795	гкуз пто крис дзм г москвы	0
5796	главная гбук ск пятигорский музей	0
5797	главное управление региональной безопасности тверской области	0
5798	главное управление строительства краснодарского края	0
5799	главный центр асу вв мвд россии	2
5800	глаголев фонд кудрина	0
5801	глазунов алексей витальевич орск	0
5802	глазуновская црб орловской области	0
5803	глори эвкалиптус лтд	0
5804	глори эвкалиптус лтд контакты	0
5805	гну белгородский ниисх россельхозакадемии официальный сайт	0
5806	гну вниибзр россельхозакадемии	0
5807	гоаусон кольский кцсон	0
5808	гоаусон кольский кцсон официальный сайт	0
5809	гобу кольский лесхоз	0
5810	гогаев олег казбекович	0
5811	гоку печенгское лесничество	0
5812	гоку управление по гочс и пб мурманской области	0
5813	голицынский пограничный институт фсб россии ставропольский филиал	2
5814	голышев евгений владимирович	0
5815	гольдштейн галина даниловна	0
5816	гончарук валентин васильевич	0
5817	горбунковское сельское поселение ломоносовский район	0
5818	город зея пенсионной отделение	0
5819	городилов валерий васильевич	0
5820	городская клиническая больница г пятигорска инн	0
5821	городская покровская больница санктпетербург иннкпп	0
5822	городское строительство обнинск	0
5823	горожанинов михаил федорович	0
5824	горсков владимир петрович	0
5825	горэлектросеть на васякина	0
5826	горэлектросеть ставрополь васякина	0
5827	гос затраты	0
5828	госпоставщик	0
5829	госветинспекция хакасии	0
5830	госжилнадзор салехард	0
5831	госзакупки мбуз красноармейскпя црб	0
5832	госзакупки общественный контроль	0
5833	госзакупки поиск по инн	0
5834	госзатраты гов	0
5835	госзатраты деловой квартал	0
5836	госзатраты ип хотько	0
5837	госзатраты камелот офис тверь	0
5838	госзатраты кудрин	0
5839	госзатраты мгакх	0
5840	госзатраты министерство социальной политики нижегородской области	0
5841	госзатраты ооо проект м	0
5842	госзатраты планета тдо	0
5843	госзатраты поиск	0
5844	госзатраты тульская область	0
5845	госзатраты	0
5846	госзатры	0
5847	госкомитет по охране животного мира хакасии	0
5848	госкомплекс таруса фсо россии	2
5849	госнии бп	0
5850	госслужба по конкурентной политике и тарифам чувашии	0
5851	гостев алексей сергеевич новокузнецк	0
5852	гостиничнотранспортный комплекс ямальский	0
5853	гострудинспекция московской области	0
5854	государственная экспертиза ленинградской области	0
5855	государственного казенного учреждения города москвы администратор московского парковочного пространства гку ампп	0
5856	государственное автономное учреждение здравоохранения амурской области благовещенская городская клиническая больница	0
5857	государственное автономное учреждение здравоохранения тюменской области многопрофильный клинический медицинский центр медицинский город	0
5858	государственное автономное учреждение ростовской области областной консультативнодиагностический центр	0
5859	государственное бюджетное образовательное учреждение высшего профессионального образования волгоградский государственный медицинский университет министерства здравоохранения российской федерации	0
5860	государственное бюджетное учреждение города москвы автомобильные дороги восточного административного округа	0
5861	государственное бюджетное учреждение города москвы автомобильные дороги южного административного округа	0
5862	государственное бюджетное учреждение города москвы жилищник района ломоносовский	0
5863	государственное бюджетное учреждение здравоохранения краевая больница   министерства здравоохранения краснодарского края	0
5864	государственное бюджетное учреждение здравоохранения городская клиническая больница   г оренбурга	0
5865	государственное бюджетное учреждение здравоохранения города москвы детская городская поликлиника   департамента здравоохранения города москвы	0
5866	государственное бюджетное учреждение здравоохранения города москвы детская стоматологическая поликлиника   департамента здравоохранения города москвы	0
5867	государственное бюджетное учреждение здравоохранения московской области люберецкая районная больница 	0
5868	государственное бюджетное учреждение здравоохранения московской области центральная городская больница города железнодорожного им амдегонского	0
5869	государственное бюджетное учреждение здравоохранения новосибирской области городская клиническая больница  	0
5870	государственное бюджетное учреждение здравоохранения пермского края городская детская больница г соликамск	0
5871	государственное бюджетное учреждение здравоохранения пермского края чайковская центральная городская больница	0
5872	государственное бюджетное учреждение здравоохранения республики башкортостан благовещенская центральная районная больница	0
5873	государственное бюджетное учреждение здравоохранения республики башкортостан месягутовская центральная районная больница	0
5874	государственное бюджетное учреждение здравоохранения республики коми воркутинский родильный домгбуз рк врд	0
5875	государственное бюджетное учреждение здравоохранения республики тыва ресонкодиспансер	0
5876	государственное бюджетное учреждение здравоохранения республики хакасия республиканский клинический родильный дом	0
5877	государственное бюджетное учреждение здравоохранения самарской области самарская городская клиническая больница  инн	0
5878	государственное бюджетное учреждение здравоохранения тверской области лихославльская центральная районная больница	0
5879	государственное бюджетное учреждение краснодарского края центр спортивной подготовки уор	0
5880	государственное бюджетное учреждение культуры города москвы объединение выставочные залы москвы	0
5881	государственное казенное специальное учебновоспитательное учреждение для детей и подростков с девиантным поведением челябинская областная специальная общеобразовательная школа закрытого типа	0
5882	государственное казенное учреждение дирекция финансирования научных и образовательных программ безопасности дорожного движения республики татарстан	0
5883	государственное казенное учреждение управление строительства ленинградской области	0
5884	государственное казенное учреждение ампп	0
5885	государственное казенное учреждение города москвы московский центр открытое правительство	0
5886	государственное казенное учреждение города москвы дирекция по эксплуатации и капитальному ремонту департамента культуры города москвы	0
5887	государственное казенное учреждение города москвы соцэнерго департамента здравоохранения города москвы гку соцэнерго	0
5888	государственное казенное учреждение здравоохранения психоневрологический диспансер министерства здравоохранения кабардинобалкарской республики	0
5889	государственное казенное учреждение калининградской области региональное управление заказчика капитального строительства	0
5890	государственное казенное учреждение калининградской области безопасный город	0
5891	государственное казенное учреждение московской области дирекция единого заказчика министрества социальной защиты населения московской области инн и адрес	0
5892	государственное казенное учреждение московской области дирекция единого заказчика министрества социальной защиты населения московской области	0
5893	государственное казенное учреждение новосибирской области управление контрактной системы	0
5894	государственное казенное учреждение пермского края управление капитального строительства пермского края	0
5895	государственное казенное учреждение рд республиканский центр субсидий	0
5896	государственное казенное учреждение республиканский центр по обеспечению граждан средствами реабилитации и санаторнокурортными путевками	0
5897	государственное областное бюджетное учреждение здравоохранения пестовская центральная районная больница	0
5898	государственное предприятие омской области дорожное ремонтностроительное управление 	0
5899	государственное унитарное предприятие бюро технической инвентаризации республики башкортостан	0
5900	государственное унитарное предприятие города москвы медицинский центр управления делами мэра и правительства москвы	0
5901	государственное унитарное предприятие московской области проектный институт мособлстройпроект	0
5902	государственное унитарное предприятие республики крым крымгазсети	0
5903	государственное унитарное предприятие сахалинской области управление по обращению с отходами	0
5904	государственное учреждение  войсковая часть 	1
5905	государственное учреждение ленинградской области управление автомобильных дорог ленинградской области 	0
5906	государственное учреждение социального обслуживания населения московской области долгопрудненский реабилитационный центр для детей и подростков с ограниченными возможностями аленький цветочек	0
5907	государственном казенном учреждении республиканский центр по обеспечению граждан средствами реабилитации и санаторнокурортными путевками	0
5908	государственные затраты сайт	0
5909	государственный комитет республики карелия по управлению государственным имуществом и размещению заказов для государственных нужд	0
5910	государственный контракт найти по номеру	0
5911	государственный контракт фау главгосэкспертиза россии заказчикфедеральное казенное учреждение управление автомобильной магистрали москва  санктпетербург федерального дорожного агентства	0
5912	гоу яо рыбинский специальный коррекционный детский дом	0
5913	гп  дзм	0
5914	гп во череповецтехинвентаризация	0
5915	гп крымаэронавигация	0
5916	гпоу то тульский техникум социальных технологий	0
5917	градостроительный центр города вологды	0
5918	грайворон  войсковая часть	1
5919	грандростстрой	0
5920	граховский ддт	0
5921	грифонэксперт	0
5922	гркц гу банка россии по вологодской областифку ик уфсин россии по вологодской области	2
5923	гсн рт сайт	0
5924	гсхт имени атамана платова	0
5925	гу ингушавтодор	0
5926	гу рк ауз рк сыктывкар	0
5927	гу рк сыктывкарский специализированный дом ребенка	0
5928	гу то сервис	0
5929	гу то усзн тульской области	0
5930	гу упс тульской области	0
5931	гу центр заказчиказастройщика внутренних войск мвд россии	2
5932	гуупф рф в городе благовещенске амурской области	0
5933	губернаторская кадетская школа интернат мчс плотниково	0
5934	губернский лицейинтернат для одаренных детей фото	0
5935	гув мо красногорская сббж	0
5936	гудп асфальт чечня	0
5937	гуз богородицкая центральная районная больница факс	0
5938	гуз барышская црб	0
5939	гуз городская больница  г тулы им ег лазарева	0
5940	гуз диб  г тулы	0
5941	гуз добринская мрб официальный сайт	0
5942	гуз долгоруковская рб	0
